,name,type,value,date
466,汉威科技,17,0.8602415199857085,2020-01-23
467,朗科科技,18,0.7094349642894012,2020-01-23
468,华媒控股,19,0.91905987861663,2020-01-23
469,海峡创新,20,0.2184907881760338,2020-01-23
470,*ST联络,21,0.6550589722858637,2020-01-23
471,二三四五,22,0.8135171808809586,2020-01-23
472,众应互联,23,0.8889677746596769,2020-01-23
473,新晨科技,24,0.7652870849772783,2020-01-23
474,广电运通,25,0.8337008390172611,2020-01-23
475,数字认证,26,0.8696477462495809,2020-01-23
476,奥马电器,27,0.8814420126879632,2020-01-23
477,智度股份,28,0.9260083306585469,2020-01-23
478,华力创通,29,0.1368190016350298,2020-01-23
479,广东骏亚,30,0.7134117715417443,2020-01-23
480,恒宝股份,1,0.9621658796619187,2020-02-03
481,数知科技,2,0.7071510931653207,2020-02-03
482,聚龙股份,3,0.897508550858312,2020-02-03
483,梦网集团,4,0.6801837392551796,2020-02-03
484,昆仑万维,5,0.06910748734396385,2020-02-03
485,科蓝软件,6,0.9148371468884616,2020-02-03
486,金固股份,7,0.948476860139734,2020-02-03
487,金冠股份,8,0.7580727765282967,2020-02-03
488,金财互联,9,0.797193811892322,2020-02-03
489,紫光国微,10,0.8434667531673132,2020-02-03
490,中科创达,11,0.678155306584524,2020-02-03
491,信息发展,12,0.9875683333211527,2020-02-03
492,海联金汇,13,0.8486297434042441,2020-02-03
493,飞天诚信,14,0.8473632653190168,2020-02-03
494,赢时胜,15,0.9458266368380808,2020-02-03
495,科达股份,16,0.9116097679199261,2020-02-03
496,汉威科技,17,0.9000447636597347,2020-02-03
497,朗科科技,18,0.8710722628510106,2020-02-03
498,华媒控股,19,0.9668397857839501,2020-02-03
499,海峡创新,20,0.7168788040104347,2020-02-03
500,*ST联络,21,0.7116812170612917,2020-02-03
501,二三四五,22,0.9190019700162025,2020-02-03
502,众应互联,23,0.9627623823846676,2020-02-03
503,新晨科技,24,0.8974935925483528,2020-02-03
504,广电运通,25,0.9206915553916748,2020-02-03
505,数字认证,26,0.8831421650213217,2020-02-03
506,奥马电器,27,0.9000676490461633,2020-02-03
507,智度股份,28,0.9016356767874386,2020-02-03
508,华力创通,29,0.6511606487623214,2020-02-03
509,广东骏亚,30,0.8768132320936951,2020-02-03
510,恒宝股份,1,0.9560749515020022,2020-02-04
511,数知科技,2,0.7064926190407931,2020-02-04
512,聚龙股份,3,0.8949985952961533,2020-02-04
513,梦网集团,4,0.6080484441671464,2020-02-04
514,昆仑万维,5,0.003850597976254458,2020-02-04
515,科蓝软件,6,0.8723825350468943,2020-02-04
516,金固股份,7,0.8924151461832207,2020-02-04
517,金冠股份,8,0.7628990506775998,2020-02-04
518,金财互联,9,0.7527702196853886,2020-02-04
519,紫光国微,10,0.8273281886439998,2020-02-04
520,中科创达,11,0.5412653020272724,2020-02-04
521,信息发展,12,0.9937275723786205,2020-02-04
