,name,type,value,date
388,华力创通,华力创通,0.8526371402068165,2020-01-20
389,广东骏亚,广东骏亚,0.6682639891838424,2020-01-20
390,恒宝股份,恒宝股份,0.9299576704077764,2020-01-21
391,数知科技,数知科技,0.1837741260633504,2020-01-21
392,聚龙股份,聚龙股份,0.9359591112778349,2020-01-21
393,梦网集团,梦网集团,-0.682668523232513,2020-01-21
394,昆仑万维,昆仑万维,0.201448410579551,2020-01-21
395,科蓝软件,科蓝软件,0.6573661711890566,2020-01-21
396,金固股份,金固股份,0.9265242384232728,2020-01-21
397,金冠股份,金冠股份,0.6880277805637488,2020-01-21
398,金财互联,金财互联,0.912286489196398,2020-01-21
399,紫光国微,紫光国微,0.7174919699030393,2020-01-21
400,中科创达,中科创达,0.002234093475263246,2020-01-21
401,信息发展,信息发展,0.9960266760689339,2020-01-21
402,海联金汇,海联金汇,0.884942292265658,2020-01-21
403,飞天诚信,飞天诚信,0.5943884926316051,2020-01-21
404,赢时胜,赢时胜,0.8242903348674339,2020-01-21
405,科达股份,科达股份,0.955545892951071,2020-01-21
406,汉威科技,汉威科技,0.9547455115994385,2020-01-21
407,朗科科技,朗科科技,0.8698994285782751,2020-01-21
408,华媒控股,华媒控股,0.9774600523428595,2020-01-21
409,海峡创新,海峡创新,0.1514169007865701,2020-01-21
410,*ST联络,*ST联络,0.8480322327241856,2020-01-21
411,二三四五,二三四五,0.3680825158748822,2020-01-21
412,众应互联,众应互联,0.9841770048770137,2020-01-21
413,新晨科技,新晨科技,0.800498525723073,2020-01-21
414,广电运通,广电运通,0.946648820566305,2020-01-21
415,数字认证,数字认证,0.9255444490359742,2020-01-21
416,奥马电器,奥马电器,0.9875708390286965,2020-01-21
417,智度股份,智度股份,0.9609842644020447,2020-01-21
418,华力创通,华力创通,0.580205459180348,2020-01-21
419,广东骏亚,广东骏亚,0.7423183066051745,2020-01-21
420,恒宝股份,恒宝股份,0.9886532404269616,2020-01-22
421,数知科技,数知科技,0.1629346447611602,2020-01-22
422,聚龙股份,聚龙股份,0.8265361816604152,2020-01-22
423,梦网集团,梦网集团,-0.233187240688522,2020-01-22
424,昆仑万维,昆仑万维,0.3858402227703956,2020-01-22
425,科蓝软件,科蓝软件,0.2086574189716594,2020-01-22
426,金固股份,金固股份,0.9280117740775733,2020-01-22
427,金冠股份,金冠股份,0.7146815737473332,2020-01-22
428,金财互联,金财互联,0.8908832785679105,2020-01-22
429,紫光国微,紫光国微,0.6941855801231895,2020-01-22
430,中科创达,中科创达,0.5020978333822427,2020-01-22
431,信息发展,信息发展,0.9907577891456484,2020-01-22
432,海联金汇,海联金汇,0.5598524690035704,2020-01-22
433,飞天诚信,飞天诚信,0.3477484418953306,2020-01-22
434,赢时胜,赢时胜,0.8579579149403894,2020-01-22
435,科达股份,科达股份,0.9425135950381186,2020-01-22
436,汉威科技,汉威科技,0.7722769721930688,2020-01-22
437,朗科科技,朗科科技,0.7366655822143106,2020-01-22
438,华媒控股,华媒控股,0.9089902206131074,2020-01-22
439,海峡创新,海峡创新,0.6189298301601417,2020-01-22
440,*ST联络,*ST联络,-0.08628817910673382,2020-01-22
441,二三四五,二三四五,0.6323787779962142,2020-01-22
442,众应互联,众应互联,0.9508603380331645,2020-01-22
443,新晨科技,新晨科技,0.4191765709791731,2020-01-22
444,广电运通,广电运通,0.84122972332116,2020-01-22
445,数字认证,数字认证,0.7430902029769081,2020-01-22
446,奥马电器,奥马电器,0.949255176322582,2020-01-22
447,智度股份,智度股份,0.9396761586748282,2020-01-22
448,华力创通,华力创通,0.136503147914945,2020-01-22
449,广东骏亚,广东骏亚,0.9464094798175822,2020-01-22
450,恒宝股份,恒宝股份,0.9507340671795791,2020-01-23
451,数知科技,数知科技,-0.1888904143760212,2020-01-23
452,聚龙股份,聚龙股份,0.9467273788798258,2020-01-23
453,梦网集团,梦网集团,0.7138039817703163,2020-01-23
454,昆仑万维,昆仑万维,0.2549297579019077,2020-01-23
455,科蓝软件,科蓝软件,0.3248035911883129,2020-01-23
456,金固股份,金固股份,0.9270462985424958,2020-01-23
457,金冠股份,金冠股份,0.4784110799196775,2020-01-23
458,金财互联,金财互联,0.9115839554053774,2020-01-23
459,紫光国微,紫光国微,0.8857057355152405,2020-01-23
460,中科创达,中科创达,0.8177442490294375,2020-01-23
461,信息发展,信息发展,0.9978321909814988,2020-01-23
462,海联金汇,海联金汇,0.6988453393851011,2020-01-23
463,飞天诚信,飞天诚信,0.5545923347614017,2020-01-23
464,赢时胜,赢时胜,0.9477815230030642,2020-01-23
465,科达股份,科达股份,0.9465131063382517,2020-01-23
466,汉威科技,汉威科技,0.9192746989371654,2020-01-23
467,朗科科技,朗科科技,0.8615103030038556,2020-01-23
468,华媒控股,华媒控股,0.9744508525418765,2020-01-23
469,海峡创新,海峡创新,0.0752352892575859,2020-01-23
470,*ST联络,*ST联络,0.4077348255406837,2020-01-23
471,二三四五,二三四五,0.8453944834115472,2020-01-23
